,Electricity Bill(Monthly in Rs.),Gas Bill (Monthly in Rs.),Oil Bill (Monthly in Rs),Car Mileage (Yearly in Rs.),No. of flights in Past year(4hr or less),No. of flights in past year (4hrs or more),Recycled Newspaper past year,Recycled Aluminium and Tin Past year,CO2 Footprint (Tonnes)
986,5105.764698863379,318.77961859560446,340.57353091717636,39069.324082533174,109,9,No,Yes,399.3053641760177
987,895.8786222225609,3815.706612613981,730.9086276185488,48327.66889818314,94,20,Yes,Yes,403.4439915041488
988,3353.8261862387094,3337.615295818336,4409.779165336076,54905.04148366646,85,50,Yes,Yes,778.8906920355314
989,4355.232619951811,3981.540726405352,2687.568228540075,56264.81997303931,99,39,Yes,No,752.0858094856159
990,3112.0773638687356,2144.9843033945585,223.78222469834444,50365.275179546974,188,48,Yes,Yes,517.5337169227005
991,4927.555380860549,3402.5252651395767,1723.927221712686,28475.267734695924,39,24,No,No,620.4038526969783
992,7502.417095967503,2702.8749983665984,1858.1902460904441,48910.311911100805,52,39,No,No,774.6601570615352
993,3005.56859562963,219.7850080515804,2102.503279674921,59051.85963852127,103,44,Yes,No,464.98098405211243
994,6436.061690746792,1326.2278540267405,1907.8908923422232,57930.415300355184,193,28,Yes,Yes,705.9485505615864
995,3784.6959051756303,1214.4596830236828,3411.3945947336665,79915.07697804167,131,48,No,No,664.5909183892426
996,8845.43750888369,3744.4503357460617,377.4747966361779,23413.080529911807,163,8,Yes,No,798.8776046623212
997,3360.5798875217947,3687.8585037393245,1566.2940095114834,41813.35614704088,19,3,Yes,Yes,492.1049027566888
998,3777.9318585383576,3288.965255599623,3410.1555327794513,36072.735076386176,21,9,No,Yes,609.3766164494556
999,1522.1755615057104,442.3801420205613,3613.466510069324,57362.1027188419,89,28,No,Yes,440.60006282798867
1000,2473.6423666062587,1545.7460256114668,4443.297582761901,70634.80567499078,186,39,Yes,No,678.1479522590994
1001,7414.137356937694,477.37330621158657,1700.9915498119003,70656.17175143483,25,5,Yes,No,563.1525202215264
1002,9601.001396316555,1686.0144300529598,1527.902015088589,52551.55621249398,75,40,Yes,No,828.9856594408399
1003,8773.33644339376,1660.0011177396136,3382.2699251764466,35779.410228232184,103,47,No,No,913.2063397721231
1004,1803.4695813895044,2930.5631574394183,4494.759777570934,42966.26950025336,192,27,Yes,Yes,684.4623226738762
1005,1387.0587493076628,2406.0711472150615,2076.256985076044,34759.65467703321,54,38,No,No,443.6529028216677
1006,8912.604154781302,923.6660578548064,1526.1624796070732,22492.207824194862,10,44,Yes,Yes,713.8167883517523
1007,7851.105489204263,2274.7465796633446,2127.7802434679834,71684.99368003967,85,13,Yes,No,755.575389875106
1008,3801.771267999392,2309.0126063655957,2333.7568536008175,24751.283945841675,133,14,No,No,566.5751727912156
1009,2321.8033926364697,1601.8748121502754,4065.3943381260374,27359.814504246202,100,42,Yes,No,593.9780125846024
1010,7171.2375878847615,3436.8994818567576,1079.0855995361408,47425.92829472247,66,27,Yes,No,732.4117742116371
1011,9165.589855092783,230.64603127330696,2879.320447808639,24645.4511836677,137,36,No,No,820.4439425529566
1012,2081.384601394659,1468.1254584735093,4209.276529509613,18367.572656532247,78,34,No,Yes,549.2205932597022
1013,2314.9609308574227,854.9597128309204,270.6773845929732,61300.11030693307,194,43,Yes,No,407.3106495943796
1014,6352.814906069259,2279.0044175072803,3281.635774784252,63464.28929137529,160,35,No,No,828.8263300331719
1015,488.34226463131904,187.60158637210833,4813.556636850896,10037.615941359021,149,23,No,No,444.1428604565924
1016,9851.41460136527,3307.871105209254,566.0017400941085,74217.32049152962,161,3,Yes,No,847.390439504634
1017,3861.2940677239862,3162.4010631196456,3818.038150829388,12406.861574725926,37,44,Yes,Yes,706.5138602131678
1018,2218.2877249219337,1785.5134103471094,4661.477232074916,59526.95829473729,146,5,Yes,Yes,588.3861717402789
1019,685.7520968430637,1950.14974227341,3063.983822699856,58028.15814880334,183,47,Yes,Yes,538.4710550049341
1020,6485.363437374663,3278.6419520976838,2306.1162605290065,76771.6769572594,142,13,No,No,780.1056640653045
1021,5335.379391444117,2729.6078401737054,5062.650123361452,71581.28018240519,119,10,No,No,825.3511673019077
1022,6878.8898878731425,224.2458006180612,4467.553597634946,36963.190376505845,168,6,Yes,No,745.6148621108823
1023,6381.5222157019425,2126.761421372958,1460.3374730963951,78199.59791453944,131,19,Yes,No,674.0157993526217
1024,6855.4103042006045,2740.6863940239555,4743.673164949734,39311.142542121976,59,3,Yes,No,826.4735117805875
1025,2447.093590618966,2444.10949923089,3928.1385209697573,70288.03115052325,104,0,Yes,Yes,563.6917609563653
1026,8379.356087932729,2868.086452185954,1057.1060405746261,29189.22301797762,149,39,Yes,Yes,829.4969677407985
1027,3269.3554670395906,2186.042611650607,735.8996745067569,17183.591045208042,164,7,Yes,No,440.4572492037243
1028,7800.983471862254,1573.5687560162346,3859.0098652809124,21690.116041566696,174,25,Yes,No,869.548645188411
1029,7673.034896954952,1596.9969292187993,1548.5427228144426,39143.34768074742,116,28,No,Yes,715.1229570470331
1030,4448.829353334047,257.7817762233112,3953.3305843168732,65765.97986853795,122,39,Yes,Yes,649.3378243637371
1031,8673.37146025985,573.05392825106,2974.909448360967,72109.42907747463,36,39,Yes,Yes,787.6029412148199
1032,8048.733531309302,2975.926031217812,141.24803070317984,64638.359693315535,58,28,No,Yes,705.8992928462627
1033,7108.100752721019,2374.8930567153047,3427.000557325382,65633.00138753711,12,8,Yes,No,741.6907420323683
1034,8425.421487126807,621.2474632001175,2697.0648619133276,54426.48810502106,193,35,Yes,Yes,831.9827473917499
1035,1326.2217777616365,1286.9420686707642,483.4086603335013,62204.75376564779,121,36,No,No,334.99956898397477
1036,8784.578338913903,2492.5037425551277,4539.822836906931,8670.718924472547,144,19,Yes,Yes,972.9717335375324
1037,9724.454202934237,194.80442361881666,3398.2218568799876,46325.59154473011,80,5,No,Yes,786.151221467923
1038,695.9923079653049,773.6875355860107,2422.092461231434,25324.725842000906,131,7,No,Yes,311.5516825536104
1039,4879.259753280239,1082.0749343846774,2460.021452444874,76468.73224207254,133,8,Yes,No,572.9994324011622
1040,5721.758207842969,2530.899641543028,2992.6332406538204,20114.759893164966,199,35,Yes,No,796.8266453475059
1041,9122.867672630091,620.9531038883471,4887.111253457149,13746.270107740522,60,3,Yes,No,832.7851532801044
1042,3816.3214035583196,2438.378898849684,1866.20623141497,58540.04158667748,52,35,No,Yes,562.6277343781036
1043,714.4690607238886,1061.9702167343162,550.8415329862714,11480.020019979016,180,48,No,Yes,333.6122165881718
1044,3894.329851160694,2848.377661704943,164.69457313030279,10422.20328421315,140,42,Yes,Yes,536.8141581045722
1045,1308.0661750685838,3735.1318556941796,4332.219599783967,30714.288193701126,173,45,No,No,715.9954478393512
1046,9634.425723890186,3393.367028010392,4131.136757741724,75064.17566983198,106,38,Yes,No,1089.0016956767715
1047,2753.3383938508637,967.4477227818079,4011.707033493728,24489.46533553169,1,50,No,No,542.4010573231459
1048,1411.1525703555087,1573.0598368093342,536.7319986929064,32862.908856932714,22,2,Yes,No,216.5603583007919
1049,3820.6020080491576,2357.5567122890907,2737.6884101637634,40094.76755444713,12,24,Yes,No,554.3531611760172
1050,4881.957876373271,2388.1374473869246,4713.080842607099,48062.142949292975,42,18,No,No,729.828618569682
1051,3097.2283216803567,2773.980527372883,1402.2393322822634,77739.23480825266,31,14,No,No,466.1969845985028
1052,5099.304658654611,3072.094150924123,1487.8921770921727,69360.66470189711,49,47,No,Yes,670.9038080658406
1053,646.4036023576951,438.5384510157453,1928.5615044459169,60022.4108347686,190,36,No,Yes,373.4240350830335
1054,554.0834526016122,2848.270818367228,2925.0919711184956,81877.67748356213,155,38,No,Yes,545.1749782000661
1055,510.36562026791063,926.3729115627386,537.8998790099442,60587.29750114207,163,28,No,Yes,281.094098598122
1056,6031.097831392131,607.0414647751627,3565.8693571921035,49121.43160474105,8,42,No,No,666.3518972140096
1057,6812.27187251914,2224.958496773875,4998.6198487702595,59261.503222248764,33,42,Yes,No,890.9179096161912
1058,2956.913792403312,2148.3221119160594,2708.6032059114723,80100.05653147183,96,11,Yes,No,529.7834884406966
1059,6812.96020591877,781.0829474300614,2630.079605302355,41309.8016825986,86,42,No,No,703.4791349150231
1060,3732.5237844326775,846.5896961097636,4715.870416004695,27596.760559749902,12,2,No,Yes,528.8428566538447
1061,8910.067366212961,52.18126111963816,2649.679430784919,16868.81968970353,160,11,Yes,Yes,739.0881245517423
1062,2980.3100901229836,1488.9371286810801,4142.6593706408585,24931.97923225414,14,31,Yes,Yes,554.4438652251622
1063,8386.937763129383,2196.0986901585093,4935.9826526452935,62299.38869195202,59,36,No,Yes,970.8426922053947
1064,4665.632490504756,3954.3987055238586,3157.4285752038872,36573.35722778914,92,18,No,No,735.7678283954987
1065,1211.0160643447257,3795.441677476614,1646.9630888850127,55499.908809835506,128,10,Yes,No,470.2979099475086
1066,4980.425629235424,3283.5627438940523,3504.44346675574,14963.598107799857,0,4,Yes,No,646.6540667135777
1067,9829.98740988809,3335.718841478791,3728.1162918806044,59009.38824604173,13,41,Yes,Yes,1022.4968570452021
1068,2137.3822388728327,2665.04979563054,1192.057192681974,26927.747041826286,179,16,No,Yes,463.85737327948
1069,3201.100062222314,1542.1845976096818,3763.9124523763157,61881.08529761483,14,27,No,No,553.4015268929994
1070,8981.95947872639,2582.245807376387,2315.4646569188426,53009.5469807426,167,14,No,No,881.7083016937038
1071,1298.3533847542017,3687.582228707853,2032.283826663216,68260.92262366245,31,5,No,No,431.7737203495762
1072,7315.118198389962,3560.9691001000488,1063.924060632223,52440.91712517249,107,4,Yes,Yes,719.4704548608894
1073,4171.06158468438,1160.8727713150142,2029.4938202885064,21613.233649533657,125,5,No,Yes,482.9721818278346
1074,638.397197763142,905.8184328455329,2854.896565206861,69740.62376888997,87,19,Yes,Yes,359.57052292985463
1075,5652.8845720328945,1755.8407217599245,2579.5342491365727,74866.35410766571,38,26,No,No,642.5489728728672
1076,2021.2602125122123,3763.6409716548283,2212.2878313401984,82946.01968135561,37,11,Yes,Yes,506.01525241362634
1077,7638.471649202359,2211.858652627843,1111.2325187959887,24237.795854370044,174,0,Yes,Yes,685.2009075205352
1078,1202.2038272666805,1629.3909945465873,1463.7623183620556,67751.62811683964,27,16,No,No,308.34819223880436
1079,9432.789836928441,2797.9295405330668,1209.6346509252137,22953.539384864453,48,42,No,Yes,838.4157731510252
1080,8658.57330474542,1417.8785788627374,147.889445598584,42621.34694042823,40,8,No,Yes,593.8969096072173
1081,9342.283818481077,3685.185592920138,180.2435596069373,56778.87565087447,90,28,Yes,No,827.7365610984513
1082,7712.793382606587,1138.024635521606,2102.791489727345,29923.564156391647,19,11,Yes,Yes,629.9454729630999
1083,1772.0586192056396,2219.533019369234,1534.8985963380828,69771.59330872042,184,7,No,No,440.6151110752271
1084,798.6856777795404,1073.5041069140727,3918.9981784129013,15286.043389048267,193,25,No,No,487.07634791541767
1085,2091.7570883314424,214.56155318460657,4111.233198799902,52440.04588624389,106,9,No,Yes,452.2722225368534
1086,668.2242354538972,1998.1958622014838,4713.170002351854,46153.787726422954,108,7,Yes,Yes,499.3119064117243
1087,3036.176818890482,2299.7930191587525,4603.8917078795275,61719.85619614898,11,32,Yes,Yes,641.0876411902569
1088,9672.857509285846,2430.9467975623006,1234.7398061903107,59031.60250716887,95,36,Yes,No,860.063008149612
1089,8674.651173373548,3461.988442977617,3201.901725347052,72582.7920120823,61,15,No,No,913.4762301853171
1090,5630.583994694679,3131.3689881903574,1214.5242645431929,29175.58262942459,53,48,No,No,675.0725076867775
1091,5382.912996184169,410.35049585857155,539.7988975135524,62903.47392034535,63,27,Yes,Yes,453.541843240296
1092,4978.835601780434,3043.0032343181947,1526.9523351895803,70726.58162927604,178,41,No,No,723.6313455769533
1093,4335.120405550943,2743.971955693291,3326.8799858372618,45441.45785080102,18,11,Yes,Yes,611.6704440161941
1094,5458.305445399051,2249.5788586462672,1924.4382865582265,79838.45466165875,122,14,No,Yes,642.9228787442742
1095,4608.427896050805,1008.9771018488485,1218.3741826592602,17684.32819920774,37,20,No,No,435.2622133486671
1096,9861.752596924629,1206.7829049629725,1683.0852631791292,69953.42349547034,176,34,Yes,No,875.5070334994306
1097,9270.42848243019,3899.9078756698864,2366.7865593250476,12755.486858777302,36,23,No,No,900.7795167113362
1098,9360.40559586015,97.969250864961,4594.818625062026,49782.43850649805,12,39,No,Yes,868.3279949791396
1099,1823.011312457733,3688.816285451658,3956.4682519100957,74767.19513040474,97,22,Yes,Yes,644.1944471996733
1100,7172.266429110775,210.6040998675336,230.958127700892,64202.02523579383,94,19,No,Yes,519.6016369546002
1101,2801.699625362502,2976.0698666490716,2101.364646537355,27231.115691063573,63,3,Yes,Yes,474.06629155793826
1102,2941.349824119515,1548.2259941190414,150.46662155225312,17085.3232670315,139,8,No,No,345.177797265704
1103,1748.3720882121643,3192.401018882309,2425.840851963218,56806.09400100666,188,16,Yes,Yes,557.4890033887792
1104,1094.0566206965907,1899.8426206415118,4357.902004956422,14123.691812344181,3,17,No,Yes,448.1220317161642
1105,1616.5091633831705,3551.8239116612244,4420.460493815247,27198.621933511928,85,43,Yes,Yes,673.1869600041294
1106,1692.662836143564,3249.115323412031,1401.0782798364955,74183.06596586875,87,29,Yes,Yes,479.5565872439489
1107,335.6948382367854,431.2836297790465,2256.4225410282415,80236.25603724355,79,13,Yes,No,271.580564273638
1108,912.2825205225885,1431.1038406822931,4249.368713914716,62787.334999578605,74,35,No,Yes,505.71011362427123
1109,9480.977829769168,893.6045670987471,4041.845436606424,64609.988444416136,39,17,Yes,No,857.4837884393729
1110,2244.2827807640583,3273.218543585136,322.28665703779683,9908.42847839843,194,32,No,No,489.0668448999356
1111,4673.4596727919725,410.4472604633853,694.8675210494425,63087.76361777934,28,4,Yes,No,355.36779556422266
1112,8418.33512216919,1865.4010186924343,2710.950533746031,30531.942702987155,170,31,No,No,866.999969919566
1113,4892.132571777157,2575.396302367539,204.40652081370848,17362.653278103495,103,9,Yes,No,486.98548236342197
1114,7280.038508785177,2370.4242086183167,2798.277971233927,19521.02793708413,83,20,Yes,No,762.1958040735485
1115,4390.735574480579,1184.9205451955183,3476.2710353910306,24844.810501437485,99,41,Yes,Yes,643.5949599306562
1116,667.9890091875035,1619.1995435572164,3282.7623146018973,40312.80490844854,93,31,Yes,No,440.9100277329421
1117,1748.1834040428516,1152.606922634775,884.7032668647047,65002.97056631445,89,19,No,No,318.8784001021254
1118,3777.9779875511417,1372.8901864368843,758.579375855049,80739.83734066179,16,32,Yes,No,424.455549619743
1119,4810.909833305069,534.0438472813173,4878.456324366075,45499.72832592762,73,27,No,No,673.9402432462099
1120,2418.112160165732,1800.0326325517276,1731.185243916578,41724.18140829306,7,45,No,Yes,438.68761955522905
1121,9560.392023017843,2265.495128541518,4107.783213604433,81034.90407077914,131,15,No,Yes,990.0996141334747
1122,1859.5531182884063,928.6898517738964,2022.718070031626,59304.13839703088,28,41,Yes,No,389.77446155188494
1123,327.2222479421082,3599.133655927104,4805.823985055531,78804.71259749283,24,14,No,No,552.9656015847808
1124,2207.4768738108614,3464.466998279997,4357.362301657699,33205.931225236054,16,32,No,Yes,636.3763661623983
1125,4947.575043013616,1000.8030238424494,1712.6415895419966,79224.42330848386,85,26,Yes,No,544.3807455259174
1126,3063.772244873537,586.8572898846127,262.9615577541854,30929.45283489758,91,22,No,Yes,317.27451245769885
1127,6839.653426318087,570.3717752505171,2294.5412173826185,75932.81186569351,62,45,Yes,Yes,681.7613625514186
1128,7235.113605196155,705.3999160433964,3878.5593402233812,20546.34436089843,57,45,No,No,774.6563686102523
1129,4157.0173666639375,441.121889802915,4310.1241860410355,66021.13926489861,42,45,Yes,No,633.1856774854632
1130,4476.32667660874,933.191593899325,3482.44064307831,70607.14267949082,179,2,No,No,611.6724268939968
1131,2262.9058872200153,1779.1560518267818,4341.09432768263,54555.64951832385,145,14,No,Yes,589.6715628737634
1132,4225.34591702148,2850.9009991918974,4709.2734162490715,43456.17845109691,180,48,No,No,859.5171016074581
1133,5756.926603252114,743.9007733070245,4870.312831333312,82067.51390459856,192,11,No,Yes,778.7747802320033
1134,7016.388176308859,1649.3313616377782,976.3519086985433,21653.46118342413,97,4,No,No,580.9922757511187
1135,5033.794309444912,2849.906059723421,546.11889427357,77267.92924635352,141,1,Yes,Yes,555.0208189601038
1136,1912.139315562533,1469.973869215049,2579.7197465448667,50964.10501917464,3,36,Yes,Yes,424.295929363182
1137,6694.809165443367,3158.5624771884372,3303.513144848967,15433.240978998183,166,18,Yes,No,841.0296341088407
1138,2848.4640928345866,3157.615083827619,3827.3503664862706,73458.55383544989,48,18,Yes,Yes,626.5805812462428
